brand,name,price,spec_score,user_votes,user_rating,os,utility: Business,utility: Everyday Use,utility: Performance,utility: Gaming,thickness_mm,weight_kg,warranty,screen_size,resolution_WIDTH,resolution_HEIGHT,resolution_category,ppi_num,ppi_category,battery_Wh,aspect_ratio,touch_screen,anti_glare,processor_gen,processor_brand,processor_core,base_processor_speed_GHz,turbo_processor_speed_GHz,no_cores,cache_memory_mb,graphics_brand,rom_capacity_gb,internal_memory_gb
dell,G15-5530 2023 Gaming,106990.0,70.0,94.0,4.6, windows 11,0,0,0,1,26.9,2.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,13.0,intel,Core i7,,4.9,14.0,24.0,nvidia,16.0,512.0
acer,Aspire 5 A515-58M NX.KHFSI.001 Gaming,55800.0,45.0,76.0,4.1, windows 11,0,0,1,0,,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,,0,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,512.0
acer,Aspire Vero AV14-52P NX.KJTSI.002,49990.0,45.0,62.0,4.3, windows,0,0,1,0,17.9,1.5,1.0,14.0,1080.0,1920.0,Average,157.0,High,50.0,,0,1,13.0,intel,Core i3,,4.5,6.0,,intel,16.0,512.0
acer,Aspire 5 A515-58M NX.KHGSI.002 Gaming,53990.0,47.0,88.0,4.2, windows 11,0,0,1,0,,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,,0,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
xiaomi,Redmi Book 14 2023,43990.0,56.0,77.0,4.7, windows 11,0,0,0,0,,,1.0,14.0,1800.0,2880.0,Best,243.0,High,6.0,,0,1,12.0,intel,Core i5,2.5,4.5,12.0,18.0,intel,16.0,512.0
hp,Pavilion x360 14-ek1020TU,89990.0,65.0,64.0,4.5, windows 11,0,0,0,0,17.0,1.41,1.0,14.0,1080.0,1920.0,Average,157.0,Average,43.0,,1,0,13.0,intel,Core i7,,5.0,10.0,12.0,intel,16.0,512.0
asus,Vivobook 15X 2023 K3504VAB-NJ321WS,39800.0,52.0,73.0,4.7, windows 11,0,0,0,0,,1.6,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,16:9,0,1,13.0,,Core i3,,4.5,6.0,,intel,8.0,512.0
asus,TUF Gaming A15 2023 FA577XU-LP041WS Gaming,137990.0,75.0,80.0,4.5, windows 11,0,0,0,1,24.9,2.2,1.0,15.6,1080.0,1920.0,Bad,141.0,Low,,,0,1,7.0,amd,Ryzen 9,4.0,5.2,8.0,16.0,nvidia,16.0,1024.0
asus,TUF Gaming F15 2023 FX507VU-LP083WS Gaming,109990.0,69.0,92.0,4.1, windows 11,0,0,1,0,22.4,2.2,1.0,15.6,1080.0,1920.0,Average,141.0,Average,90.0,16:9,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,16.0,512.0
huawei,MateBook E 2023,88999.0,53.0,53.0,4.6, windows 11,0,0,0,0,7.99,0.699,,12.6,2560.0,1600.0,Good,240.0,High,42.0,16:10,1,0,12.0,intel,Core i5,,4.4,10.0,12.0,intel,16.0,512.0
asus,Vivobook 16X 2023 K3605ZF-MB541WS,64990.0,68.0,151.0,4.1, windows 11,0,0,1,0,18.9,1.8,1.0,16.0,1200.0,1920.0,Good,142.0,Average,63.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
acer,Aspire 5 A514-56GM Gaming,69990.0,62.0,113.0,4.7, windows 11,0,0,0,0,17.8,1.56,1.0,14.0,1080.0,1920.0,Average,157.0,Average,50.0,16:10,0,1,13.0,intel,Core i7,,5.0,10.0,12.0,nvidia,8.0,512.0
asus,TUF Gaming A15 2023 FA577XV-HQ036WS Gaming,154990.0,80.0,65.0,4.3, windows 11,0,0,0,1,24.9,2.2,1.0,15.6,1440.0,2560.0,Average,141.0,Low,90.0,16:9,0,1,7.0,amd,Ryzen 9,4.0,5.2,8.0,16.0,nvidia,16.0,1024.0
acer,Aspire 5 A514-56GM 2023 Gaming,54990.0,61.0,121.0,4.4, windows 11,0,0,0,0,17.8,1.56,1.0,14.0,1080.0,1920.0,Average,157.0,High,50.0,16:10,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,nvidia,8.0,512.0
lenovo,IdeaPad Slim 5 82FG01B3IN,54900.0,63.0,106.0,4.6, windows 11,0,0,1,0,17.9,1.66,1.0,15.6,1080.0,1920.0,Average,141.0,Average,57.0,,0,1,11.0,intel,Core i5,2.4,4.2,4.0,8.0,intel,16.0,512.0
msi,Bravo 15 B5ED-034IN Gaming,59990.0,66.0,1201.0,4.4, windows 11,0,0,1,0,24.95,2.35,1.0,15.6,1080.0,1920.0,Average,141.0,Average,53.5,,0,1,5.0,amd,Ryzen 7,3.2,4.4,8.0,16.0,amd,8.0,512.0
asus,ROG Flow X13 GV302XU-MU013WS Gaming,132900.0,68.0,61.0,4.2, windows 11,0,0,0,1,16.0,1.3,1.0,13.4,1600.0,2560.0,Good,225.0,High,75.0,16:10,1,0,,amd,Ryzen 9,4.0,5.2,8.0,16.0,nvidia,16.0,1024.0
asus,TUF Gaming A17 FA777XU-HX026WS Gaming,142990.0,77.0,92.0,4.2, windows 11,0,0,0,1,24.8,2.6,1.0,17.3,1080.0,1920.0,Bad,127.0,Lowest,90.0,16:9,0,1,7.0,amd,Ryzen 9,4.0,5.2,8.0,16.0,nvidia,16.0,1024.0
asus,ROG Strix G16 2023 G614JU-N3221WS Gaming,109990.0,70.0,71.0,4.5, windows 11,0,0,0,1,30.4,2.5,1.0,16.0,1200.0,1920.0,Average,142.0,Average,,16:10,0,1,13.0,intel,Core i5,,4.6,10.0,20.0,nvidia,16.0,1024.0
asus,ROG Zephyrus G14 2023 GA402XZ-N2020WS Gaming,251041.0,86.0,94.0,4.5, windows 11,0,0,0,1,18.5,1.65,1.0,14.0,1600.0,2560.0,Average,216.0,Average,76.0,16:10,0,1,7.0,amd,Ryzen 9,4.0,5.2,8.0,16.0,nvidia,32.0,1024.0
asus,TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming,109990.0,75.0,66.0,4.3, windows 11,0,0,1,0,26.8,2.2,1.0,15.6,1200.0,1920.0,Average,145.0,Average,90.0,16:10,0,1,7.0,amd,Ryzen 9,4.0,5.2,8.0,16.0,amd,16.0,1024.0
asus,TUF Gaming F15 2023 FX507VV-LP071WS Gaming,149990.0,78.0,104.0,4.3, windows 11,0,0,1,0,22.4,2.2,1.0,15.6,1080.0,1920.0,Bad,141.0,Low,90.0,16:9,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,16.0,1024.0
asus,ROG Zephyrus G14 2023 GA402NU-N2023WS Gaming,114990.0,71.0,116.0,4.2, windows 11,0,0,0,1,18.5,1.65,1.0,14.0,1600.0,2560.0,Good,216.0,High,76.0,16:10,0,1,7.0,amd,Ryzen 7,3.2,4.75,8.0,16.0,nvidia,16.0,1024.0
asus,Vivobook 15X OLED M3504YA-LK541WS,53990.0,63.0,52.0,4.3, windows 11,0,0,0,0,17.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,63.0,16:9,0,1,7.0,amd,Ryzen 5,2.0,4.5,6.0,16.0,intel,16.0,512.0
asus,ROG Strix G16 2023 G614JI-N4151WS Gaming,198999.0,74.0,98.0,4.3, windows 11,0,0,0,1,30.4,2.5,1.0,16.0,1600.0,2560.0,Average,189.0,Average,,,0,1,13.0,intel,Core i9,,5.6,24.0,36.0,nvidia,16.0,1024.0
asus,Vivobook 15 X1502ZA-EJ532WS,47250.0,60.0,120.0,4.1, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,16:9,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
hp,Victus 15-fa0092TX Gaming,71990.0,61.0,426.0,4.1, windows 11,0,0,0,1,,,1.0,15.6,1080.0,1920.0,Average,137.0,Low,70.0,16:9,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
acer,Predator Helios 16 PH16-71 Gaming,162000.0,68.0,107.0,4.5, windows 11,0,0,0,1,,,1.0,16.0,1600.0,2560.0,Average,141.0,Low,90.0,16:10,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,512.0
asus,Vivobook Pro 15 OLED K6502VU-MA541WS,104990.0,70.0,59.0,4.5, windows 11,0,1,0,0,19.9,1.8,1.0,15.6,1620.0,2880.0,Good,141.0,Average,70.0,16:9,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,nvidia,16.0,512.0
dell,Alienware m16 Gaming,220990.0,80.0,101.0,4.7, windows 11,0,0,0,1,25.0,3.25,1.0,16.0,1600.0,2560.0,Average,216.0,Average,86.0,16:9,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,1024.0
dell,Alienware x14 R2 2023 Gaming,224790.0,77.0,57.0,4.2, windows 11,0,0,0,1,14.5,1.91,1.0,14.0,1600.0,2560.0,Average,216.0,Average,80.5,16:9,0,1,13.0,intel,Core i7,,4.9,10.0,24.0,nvidia,32.0,1024.0
asus,Vivobook 16X 2023 K3605ZF-MB521WS,58890.0,63.0,141.0,4.3, windows 11,0,0,0,1,20.0,1.8,1.0,16.0,1200.0,1920.0,Good,283.0,High,50.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,8.0,512.0
huawei,MateBook X Pro 2023,184990.0,71.0,103.0,4.3, windows 11,0,1,0,0,15.5,1.38,1.0,14.2,2080.0,3120.0,Good,264.0,High,60.0,,1,0,13.0,intel,Core i7,2.2,5.0,12.0,18.0,intel,16.0,1024.0
hp,15-hr0001TU,62590.0,54.0,141.0,4.2, windows 11,0,0,1,0,,1.6,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
hp,15-hr0000TU,61990.0,52.0,142.0,4.2, windows 11,0,0,1,0,,1.6,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,512.0
msi,Katana 15 B12UDXK-1006IN Gaming,72990.0,66.0,180.0,4.5, windows 11,0,0,1,0,24.9,2.25,2.0,15.6,1080.0,1920.0,Average,141.0,Average,53.5,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,8.0,512.0
hp,15s-fr4001TU,50999.0,60.0,3834.0,4.3, windows 11,0,0,1,0,17.9,1.69,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,11.0,intel,Core i5,2.5,4.5,4.0,8.0,intel,16.0,512.0
hp,15-fd0013TU,61690.0,52.0,444.0,4.2, windows 11,0,0,1,0,,1.6,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
hp,15s-eq1580AU,31990.0,54.0,3933.0,4.2, windows 11,0,0,1,0,17.9,1.82,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,,amd,Ryzen,2.6,3.5,2.0,4.0,amd,8.0,512.0
hp,15-fd0021TU,59990.0,53.0,425.0,4.2, windows 11,0,0,1,0,19.9,1.6,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,512.0
msi,Thin GF63 12VE-267IN Gaming,76990.0,69.0,209.0,4.4, windows 11,0,0,1,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,1024.0
acer,Swift Go 14 SFG14-41 NX.KG3SI.003,54271.0,56.0,94.0,4.0, windows 11,0,1,0,0,15.9,1.25,1.0,14.0,1080.0,1920.0,Average,157.0,High,50.0,16:9,0,1,7.0,amd,Ryzen 5,2.0,4.5,6.0,16.0,amd,16.0,512.0
dell,G15-5525 D560896WIN9S Gaming,105299.0,71.0,107.0,4.7, windows 11,0,0,0,0,,2.51,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,6.0,amd,Ryzen 9,3.3,4.9,8.0,16.0,nvidia,16.0,1024.0
acer,Predator Helios Neo 16 PHN16-71 2023 Gaming,159990.0,74.0,92.0,4.3, windows 11,0,0,1,0,2.6,2.6,1.0,16.0,1600.0,2560.0,Average,142.0,Low,90.0,,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,1024.0
msi,Stealth 16 Studio A13VG-030IN Gaming,234990.0,83.0,87.0,4.4, windows 11,0,0,1,0,19.95,1.99,2.0,16.0,1600.0,2560.0,Average,194.0,Average,99.9,,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,32.0,1024.0
asus,Vivobook 16X 2023 K3605VC-MB951WS,109990.0,71.0,87.0,4.4, windows 11,0,0,0,1,20.0,1.8,1.0,16.0,1200.0,1920.0,Average,283.0,Highest,50.0,16:10,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,16.0,1024.0
asus,Vivobook 14X 2023 K3405VF-LY541WS,71990.0,62.0,101.0,4.3, windows 11,0,0,1,0,18.9,1.4,1.0,14.0,1200.0,1920.0,Good,162.0,High,50.0,16:10,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,nvidia,16.0,512.0
asus,TUF Gaming F17 FX706HF-HX018W,54990.0,60.0,77.0,4.5, windows 11,0,0,0,1,,2.6,1.0,17.3,1080.0,1920.0,Average,127.0,Low,48.0,16:9,0,1,11.0,intel,Core i5,2.2,4.5,6.0,12.0,nvidia,8.0,512.0
hp,Pavilion 15-eh2050AU,53999.0,59.0,301.0,4.3, windows 11,0,1,0,0,17.9,1.75,1.0,15.6,1080.0,1920.0,Average,157.0,High,41.0,16:9,0,1,5.0,amd,Ryzen 5,2.3,4.3,6.0,16.0,amd,8.0,512.0
asus,Zenbook Pro 14 Duo OLED 2023 UX8402VU-MZ551WS,159450.0,68.0,88.0,4.6, windows 11,0,0,1,0,19.6,1.75,1.0,14.5,1800.0,2880.0,Good,234.0,High,76.0,,1,0,13.0,intel,Core i5,,4.7,12.0,18.0,nvidia,16.0,1024.0
msi,GF63 Thin 11SC-1298IN Gaming,57990.0,68.0,206.0,4.3, windows 11,0,0,1,0,,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,52.4,,0,1,11.0,intel,Core i7,2.3,4.6,8.0,24.0,nvidia,16.0,1024.0
asus,Vivobook Pro 15 OLED K6502VU-MA951WS,155500.0,80.0,101.0,4.2, windows 11,0,1,0,0,19.9,1.8,1.0,15.6,1620.0,2880.0,Good,141.0,Low,70.0,16:9,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,16.0,1024.0
hp,15-fd0024TU,78490.0,61.0,268.0,4.4, windows 11,0,0,1,0,19.9,1.6,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i7,2.2,5.0,12.0,18.0,intel,16.0,512.0
asus,Vivobook 16X 2023 K3605VC-MB542WS,75990.0,63.0,153.0,4.3, windows 11,0,0,0,1,20.0,1.8,1.0,16.0,1200.0,1920.0,Good,283.0,High,50.0,16:10,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,nvidia,16.0,512.0
asus,VivoBook 15 X515EA-EJ342WS,35990.0,53.0,609.0,4.3, windows 11,0,1,0,0,,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,11.0,,Core i3,3.0,4.1,2.0,6.0,intel,16.0,512.0
hp,15s-fy5003TU,36490.0,50.0,2699.0,4.2, windows 11,0,0,1,0,,1.69,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
lenovo,IdeaPad Gaming 3 15ACH6 82K2022XIN,64990.0,63.0,100.0,4.3, windows 11,0,0,0,1,24.2,2.25,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,5.0,amd,Ryzen 7,3.2,4.4,8.0,16.0,nvidia,8.0,512.0
acer,One 14 Z8-415,32990.0,53.0,1859.0,3.7, windows 11,0,1,0,0,21.6,1.5,1.0,14.0,1080.0,1920.0,Average,135.0,Low,45.5,,0,0,11.0,intel,Core i5,2.4,4.2,4.0,8.0,intel,8.0,512.0
lenovo,Ideapad Gaming 3 15ACH6 82K20145IN,81000.0,68.0,850.0,4.5, windows 11,0,0,0,1,24.2,2.25,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,,0,1,5.0,amd,Ryzen 7,3.2,4.4,8.0,16.0,nvidia,16.0,512.0
hp,15s-fy5002TU,49990.0,52.0,932.0,4.2, windows 11,0,0,1,0,,1.69,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
dell,Alienware X16 R1 Gaming,386990.0,83.0,60.0,4.7, windows 11,0,0,0,1,,2.72,1.0,16.0,1800.0,3200.0,Average,229.0,Average,90.0,,0,1,13.0,intel,Core i9,,5.4,14.0,24.0,nvidia,32.0,1024.0
dell,Alienware M18 R1 Gaming,366190.0,84.0,95.0,4.6, windows 11,0,0,0,1,,3.86,1.0,18.0,1800.0,3200.0,Average,204.0,Average,97.0,,0,1,13.0,intel,Core i9,,5.4,14.0,24.0,nvidia,32.0,1024.0
acer,One 11 Z8-284 UN.013SI.014,36800.0,43.0,105.0,4.2, windows 11,0,1,0,0,19.0,1.2,1.0,11.6,768.0,1366.0,Poor,135.0,Low,42.0,,0,0,,intel,Celeron,1.1,2.8,2.0,4.0,intel,8.0,256.0
hp,15-eg3036TU,87890.0,65.0,294.0,4.4, windows 11,0,0,1,0,,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i7,2.2,5.0,12.0,18.0,intel,16.0,1024.0
hp,15-fc0030AU,45399.0,51.0,142.0,4.3, windows 11,0,0,1,0,,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,16.0,512.0
hp,15-fd0012TU,58890.0,51.0,397.0,4.3, windows 11,0,0,1,0,,1.6,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,1024.0
hp,15-fd0011TU,57990.0,50.0,407.0,4.1, windows 11,0,0,1,0,,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,512.0
hp,15-fd0018TU,47990.0,46.0,344.0,4.2, windows 11,0,0,1,0,,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i3,,4.5,6.0,,intel,8.0,512.0
hp,15-eg3026TU,75999.0,60.0,106.0,4.2, windows 11,0,0,1,0,,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i5,1.9,4.6,12.0,12.0,intel,16.0,512.0
acer,Predator Helios Neo 16 NH.QLTSI.001,97990.0,64.0,600.0,4.4, windows 11,0,0,1,0,,2.6,1.0,16.0,1200.0,1920.0,Average,142.0,Average,90.0,,0,1,13.0,intel,Core i5,,4.7,14.0,24.0,nvidia,16.0,512.0
acer,Predator Helios Neo 16 PHN16-71,109990.0,69.0,596.0,4.5, windows 11,0,0,1,0,2.6,2.6,1.0,16.0,1200.0,1920.0,Average,142.0,Average,90.0,,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,512.0
realme,Book Prime CloudPro002,47999.0,56.0,374.0,4.2, windows 11,0,0,1,0,14.9,1.37,1.0,14.0,1440.0,2160.0,Good,185.0,High,,,0,1,11.0,intel,Core i5,2.5,4.5,4.0,8.0,intel,8.0,512.0
hp,15-fd0006TU,41800.0,46.0,344.0,4.1, windows 11,0,0,1,0,,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i3,,4.5,6.0,,intel,8.0,512.0
msi,Thin GF63 12VF-268IN,86990.0,72.0,143.0,4.2, windows 11,0,0,1,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,51.0,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,1024.0
dell,Vostro 15 3510 2023,47990.0,59.0,87.0,4.6, windows 11,0,1,0,0,18.0,1.69,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,11.0,intel,Core i5,2.4,4.2,4.0,8.0,intel,8.0,512.0
asus,Vivobook Pro 16 OLED 2023 K6602VU-LZ542WS,114990.0,73.0,95.0,4.4, windows 11,0,1,0,0,19.9,1.9,1.0,16.0,2000.0,3200.0,Good,141.0,Low,,16:10,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,nvidia,16.0,512.0
msi,Cyborg 15 A12UCX-264IN Gaming,63990.0,64.0,140.0,4.4, windows 11,0,0,1,0,,1.98,2.0,15.6,1080.0,1920.0,Average,141.0,Average,53.5,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
asus,VivoBook 14 X1400EA-EK322WS,31490.0,54.0,200.0,4.3, windows 11,0,0,0,0,19.9,1.6,1.0,14.0,1080.0,1920.0,Average,157.0,High,37.0,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
msi,Cyborg 15 A12UCX-265IN Gaming,51990.0,62.0,100.0,4.1, windows 11,0,0,1,0,,1.98,2.0,15.6,1080.0,1920.0,Average,141.0,Average,53.5,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,8.0,512.0
asus,Vivobook 15 2023 X1504VA-NJ321WS,39990.0,52.0,191.0,4.3, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,13.0,intel,Core i3,,4.5,6.0,,intel,8.0,512.0
acer,Nitro 5 AN515-46 Gaming,93566.0,62.0,93.0,4.6, windows 11,0,0,0,0,26.9,2.5,1.0,15.6,1440.0,2560.0,Good,188.0,High,57.0,16:9,0,1,6.0,amd,Ryzen 5,,4.5,6.0,16.0,nvidia,16.0,1024.0
dell,Vostro 3425,35290.0,55.0,294.0,4.1, windows 11,0,1,0,0,,1.48,1.0,14.0,1080.0,1920.0,Average,157.0,High,41.0,16:9,0,1,5.0,amd,Ryzen 5,2.1,4.0,6.0,8.0,amd,8.0,512.0
dell,Vostro 3420,46990.0,57.0,570.0,3.7, windows 11,0,1,0,0,,1.48,1.0,14.0,1080.0,1920.0,Average,157.0,High,41.0,16:9,0,1,11.0,intel,Core i5,2.4,4.2,4.0,8.0,intel,16.0,512.0
hp,250 G8 7M6L7PA,34980.0,54.0,247.0,4.1, windows 11,0,1,0,0,,,1.0,15.6,768.0,1366.0,Poor,100.0,Low,41.0,,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,1024.0
asus,Vivobook Go 15 OLED 2023 E1504FA-LK545WS,56990.0,56.0,105.0,4.3, windows 11,0,0,1,0,17.9,1.63,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,16:9,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,16.0,512.0
lenovo,Thinkpad P15 20YRS3A300,159999.0,79.0,106.0,4.7, windows 10,1,0,0,0,,2.87,3.0,15.6,1080.0,1920.0,Bad,141.0,Low,,,0,1,11.0,intel,Core i7,2.5,4.8,8.0,24.0,nvidia,32.0,512.0
asus,Vivobook 14X OLED 2023 K3405VFB-KM541WS,79990.0,64.0,177.0,4.3, windows 11,0,0,1,0,18.9,1.4,1.0,14.0,1800.0,2880.0,Good,243.0,High,,16:10,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,nvidia,16.0,512.0
hp,Victus 15-fa1066TX Gaming,107990.0,66.0,160.0,4.6, windows 11,0,0,0,1,22.5,2.37,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,16.0,512.0
asus,Zenbook 14 OLED 2023 UX3402VA-KN541WS,89990.0,71.0,76.0,4.7, windows 11,0,0,1,0,16.9,1.39,1.0,14.0,1800.0,2880.0,Good,243.0,High,75.0,,1,0,13.0,intel,Core i5,1.9,4.6,12.0,12.0,intel,16.0,512.0
msi,Cyborg 15 A12VF-205IN Gaming,118300.0,66.0,65.0,4.7, windows 11,0,0,1,0,,,2.0,15.6,1080.0,1920.0,Bad,141.0,Low,53.5,,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,1024.0
asus,Vivobook 16 2023 X1605VAB-MB544WS,60990.0,55.0,202.0,4.3, windows 11,0,0,1,0,19.9,1.88,1.0,16.0,1200.0,1920.0,Good,142.0,High,42.0,16:10,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
asus,Zenbook 14 OLED 2023 UX3402VA-KN741WS,98990.0,69.0,53.0,4.1, windows 11,0,0,1,0,16.9,1.39,1.0,14.0,1800.0,2880.0,Good,243.0,High,75.0,16:10,0,1,13.0,intel,Core i7,2.2,5.0,12.0,18.0,intel,16.0,512.0
hp,15-fc0026AU,33990.0,50.0,259.0,4.2, windows 11,0,0,1,0,,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,7.0,amd,Ryzen 3,2.4,4.1,4.0,4.0,amd,8.0,512.0
hp,Pavilion 15-eg2017TU,47237.0,56.0,223.0,4.3, windows 11,0,1,0,0,17.9,1.69,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
hp,15s-fq2738TU,36990.0,52.0,312.0,4.0, windows 11,0,0,0,0,17.9,,1.0,15.6,768.0,1366.0,Poor,100.0,Low,41.0,,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
hp,Victus 15-fb0121AX Gaming,51899.0,63.0,242.0,4.4, windows 11,0,0,0,1,23.0,2.37,1.0,15.6,1080.0,1920.0,Average,137.0,Low,52.5,16:9,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,nvidia,8.0,512.0
asus,Vivobook Flip 14 2023 TP3402VAB-LZ542WS,76990.0,59.0,67.0,4.5, windows 11,0,0,1,0,18.9,1.5,1.0,14.0,1200.0,1920.0,Good,162.0,High,50.0,,1,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
asus,Vivobook 15 X1502ZA-EJ953WS,35990.0,48.0,1918.0,4.3, windows 11,0,0,1,0,,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
msi,Stealth 16 Studio A13VF-023IN Gaming,209990.0,80.0,54.0,4.2, windows 11,0,0,1,0,19.95,1.99,2.0,15.6,1600.0,2560.0,Average,194.0,Average,72.0,,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,32.0,1024.0
msi,GF63 Thin 11UC-1295IN Gaming,58990.0,66.0,170.0,4.2, windows 11,0,0,1,0,,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,11.0,intel,Core i5,2.2,4.5,6.0,12.0,nvidia,16.0,1024.0
